"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Cover_Type","Combined_Soil_Type","Combined_Wilderness_Area","Total_Hillshade"
3224,"E","10-15",216,10,3895,3282,"Spruce/Fir","29","Rawah Area",560
3085,"NE","20-25",525,1,2821,2730,"Lodgepole Pine","24","Comanche Peak Area",507
2618,"N","20-25",134,38,1273,957,"Lodgepole Pine","29","Rawah Area",532
3253,"NE","20-25",335,125,1476,2230,"Lodgepole Pine","33","Comanche Peak Area",494
3303,"NW","0-5",295,38,5678,577,"Spruce/Fir","38","Rawah Area",612
3304,"NE","0-5",295,90,1041,2707,"Lodgepole Pine","32","Comanche Peak Area",598
3086,"NW","15-20",277,81,552,1830,"Spruce/Fir","22","Comanche Peak Area",568
2605,"N","20-25",124,54,2147,2322,"Lodgepole Pine","11","Comanche Peak Area",533
3293,"E","10-15",30,8,4656,3948,"Spruce/Fir","23","Comanche Peak Area",567
2954,"SW","25-30",150,111,2716,1263,"Lodgepole Pine","13","Comanche Peak Area",629
2828,"NW","10-15",153,40,2040,2016,"Spruce/Fir","29","Rawah Area",592
3216,"SW","0-5",589,54,5911,2483,"Spruce/Fir","29","Rawah Area",623
3288,"N","5-10",270,32,5481,569,"Spruce/Fir","38","Rawah Area",578
2985,"W","0-5",127,9,1482,663,"Lodgepole Pine","32","Comanche Peak Area",617
3325,"SW","5-10",570,117,892,977,"Krummholz","32","Comanche Peak Area",625
2523,"W","10-15",234,15,902,782,"Lodgepole Pine","6","Cache la Poudre Area",621
3165,"SE","0-5",300,59,3300,3279,"Spruce/Fir","29","Rawah Area",607
2663,"E","15-20",90,23,1487,598,"Spruce/Fir","33","Comanche Peak Area",548
2780,"S","0-5",30,0,3532,3048,"Spruce/Fir","23","Rawah Area",620
3364,"NE","15-20",551,170,3428,1860,"Krummholz","39","Comanche Peak Area",535
2883,"NW","15-20",30,10,5148,4367,"Spruce/Fir","16","Rawah Area",582
3206,"W","10-15",127,21,4112,2167,"Spruce/Fir","38","Comanche Peak Area",618
3250,"S","10-15",391,57,4010,1983,"Spruce/Fir","33","Comanche Peak Area",621
2645,"SE","15-20",242,5,916,618,"Ponderosa Pine","2","Comanche Peak Area",595
2943,"SE","10-15",42,10,1554,384,"Lodgepole Pine","32","Comanche Peak Area",597
2920,"N","15-20",242,45,1641,1182,"Spruce/Fir","29","Rawah Area",542
3253,"NW","5-10",120,10,5527,488,"Spruce/Fir","38","Rawah Area",612
3046,"SE","5-10",42,3,2624,3864,"Spruce/Fir","23","Rawah Area",598
2945,"W","10-15",457,49,5595,5460,"Lodgepole Pine","29","Rawah Area",632
2926,"N","5-10",85,10,4624,6083,"Lodgepole Pine","12","Rawah Area",595
3264,"E","5-10",360,2,4119,2394,"Spruce/Fir","40","Rawah Area",587
2835,"SE","5-10",201,34,2836,2449,"Lodgepole Pine","12","Rawah Area",610
3324,"NW","25-30",350,42,2138,3042,"Spruce/Fir","39","Rawah Area",534
2998,"SE","0-5",664,26,5544,6333,"Spruce/Fir","29","Rawah Area",607
2993,"NE","5-10",300,53,1348,700,"Lodgepole Pine","23","Comanche Peak Area",588
3020,"NE","15-20",60,2,1565,1121,"Spruce/Fir","31","Comanche Peak Area",544
2686,"E","15-20",365,-41,1339,3930,"Lodgepole Pine","29","Rawah Area",551
3335,"SW","5-10",30,9,3270,1889,"Spruce/Fir","32","Comanche Peak Area",625
3156,"W","5-10",577,76,1025,1019,"Spruce/Fir","23","Comanche Peak Area",621
3218,"N","10-15",484,132,4179,655,"Spruce/Fir","24","Comanche Peak Area",567
2725,"NW","30-35",277,158,1282,908,"Douglas-fir","33","Comanche Peak Area",553
3009,"N","5-10",630,121,2613,1710,"Lodgepole Pine","32","Comanche Peak Area",596
3145,"N","10-15",573,70,1756,2699,"Spruce/Fir","32","Comanche Peak Area",562
2509,"N","30-35",255,108,1140,890,"Ponderosa Pine","10","Comanche Peak Area",474
2605,"S","10-15",60,5,722,1485,"Aspen","20","Comanche Peak Area",612
2666,"E","15-20",313,54,774,1283,"Lodgepole Pine","30","Rawah Area",556
2636,"NE","15-20",242,30,2646,2546,"Lodgepole Pine","10","Comanche Peak Area",529
2822,"E","5-10",90,1,1090,1913,"Lodgepole Pine","29","Rawah Area",601
3226,"NW","10-15",324,47,351,1176,"Spruce/Fir","23","Comanche Peak Area",595
3014,"W","15-20",691,114,5794,4303,"Lodgepole Pine","29","Rawah Area",628
2900,"E","10-15",300,95,2647,1348,"Lodgepole Pine","10","Comanche Peak Area",585
3109,"SE","10-15",417,-32,4001,4664,"Lodgepole Pine","30","Rawah Area",588
2914,"N","5-10",85,-4,914,684,"Lodgepole Pine","31","Comanche Peak Area",592
2600,"NE","10-15",124,31,1626,4456,"Lodgepole Pine","29","Rawah Area",559
3262,"W","20-25",150,44,3510,1842,"Spruce/Fir","29","Rawah Area",613
3024,"S","10-15",782,124,5919,3912,"Lodgepole Pine","29","Rawah Area",632
2962,"E","10-15",108,30,4357,1900,"Lodgepole Pine","30","Rawah Area",575
3435,"SE","20-25",90,28,4129,4056,"Krummholz","33","Comanche Peak Area",575
2979,"NE","20-25",67,12,330,371,"Lodgepole Pine","33","Comanche Peak Area",498
3202,"W","20-25",180,48,4578,3436,"Spruce/Fir","29","Rawah Area",606
3249,"NE","0-5",469,34,1381,2259,"Spruce/Fir","29","Rawah Area",597
3154,"E","0-5",258,117,2259,1132,"Spruce/Fir","32","Comanche Peak Area",604
3044,"NE","15-20",150,40,5578,4442,"Lodgepole Pine","29","Rawah Area",530
3277,"NE","5-10",30,3,5314,234,"Spruce/Fir","38","Rawah Area",582
2757,"N","15-20",319,62,2886,1259,"Aspen","32","Comanche Peak Area",548
2919,"N","15-20",175,29,3354,2591,"Lodgepole Pine","29","Rawah Area",572
2973,"N","0-5",30,1,1764,3546,"Spruce/Fir","23","Rawah Area",604
2823,"E","10-15",488,34,1745,1203,"Lodgepole Pine","12","Rawah Area",584
2970,"E","20-25",60,19,1034,306,"Lodgepole Pine","33","Comanche Peak Area",512
2830,"N","10-15",541,17,3335,2582,"Spruce/Fir","10","Comanche Peak Area",571
2409,"E","10-15",201,53,742,1276,"Douglas-fir","2","Cache la Poudre Area",577
2873,"SW","15-20",424,239,895,1824,"Lodgepole Pine","33","Comanche Peak Area",639
3153,"E","0-5",362,19,4366,1958,"Lodgepole Pine","29","Rawah Area",603
2902,"SE","15-20",42,-4,361,1727,"Lodgepole Pine","30","Rawah Area",579
2589,"NE","10-15",420,19,2831,2848,"Spruce/Fir","11","Comanche Peak Area",555
3279,"N","15-20",170,40,3543,2242,"Spruce/Fir","31","Comanche Peak Area",550
3154,"E","0-5",376,20,4358,1966,"Lodgepole Pine","29","Rawah Area",601
2991,"E","10-15",190,25,967,2568,"Lodgepole Pine","29","Rawah Area",563
3081,"SE","5-10",234,18,1371,1626,"Lodgepole Pine","29","Rawah Area",602
2452,"N","20-25",258,78,618,1347,"Douglas-fir","10","Cache la Poudre Area",539
3262,"NW","15-20",153,32,3645,4030,"Spruce/Fir","38","Rawah Area",562
3035,"N","20-25",735,166,2514,2102,"Lodgepole Pine","24","Comanche Peak Area",508
3082,"NW","15-20",404,-25,2455,2222,"Lodgepole Pine","32","Comanche Peak Area",592
3001,"E","5-10",150,36,285,1034,"Spruce/Fir","22","Rawah Area",593
3226,"N","20-25",510,98,1383,2010,"Lodgepole Pine","23","Comanche Peak Area",490
2300,"SE","20-25",30,9,1061,277,"Ponderosa Pine","6","Cache la Poudre Area",570
2666,"NE","10-15",212,19,1176,228,"Lodgepole Pine","23","Rawah Area",552
2736,"E","5-10",30,3,2613,4524,"Lodgepole Pine","20","Rawah Area",590
2979,"W","5-10",497,3,5283,1617,"Lodgepole Pine","23","Rawah Area",630
2632,"N","0-5",216,23,485,1158,"Lodgepole Pine","29","Rawah Area",609
3084,"NE","20-25",390,-84,984,872,"Spruce/Fir","29","Rawah Area",498
2909,"NE","5-10",582,119,745,2271,"Lodgepole Pine","29","Rawah Area",578
3143,"NW","5-10",361,36,5581,693,"Spruce/Fir","23","Rawah Area",599
2795,"N","10-15",716,61,330,990,"Lodgepole Pine","11","Comanche Peak Area",567
2860,"NE","10-15",268,16,3812,6437,"Lodgepole Pine","12","Rawah Area",560
3025,"W","20-25",95,24,1468,162,"Spruce/Fir","32","Comanche Peak Area",625
3141,"S","5-10",256,11,1130,2114,"Spruce/Fir","22","Rawah Area",628
3336,"NE","20-25",342,86,700,947,"Krummholz","24","Neota Area",509
2864,"S","5-10",42,1,2671,2413,"Spruce/Fir","29","Rawah Area",629
3201,"S","0-5",30,0,3094,4937,"Spruce/Fir","29","Rawah Area",617
3286,"NW","20-25",760,174,1316,1651,"Krummholz","39","Comanche Peak Area",544
3295,"S","10-15",360,66,1142,1110,"Spruce/Fir","21","Comanche Peak Area",630
2715,"NE","10-15",150,49,180,2122,"Aspen","29","Rawah Area",571
3155,"NW","15-20",283,52,4144,1103,"Lodgepole Pine","29","Rawah Area",588
3101,"SE","5-10",150,-1,1018,1655,"Spruce/Fir","22","Rawah Area",611
3064,"N","5-10",108,2,1465,2288,"Lodgepole Pine","29","Rawah Area",583
3177,"NE","5-10",30,-4,2250,2864,"Spruce/Fir","23","Rawah Area",593
3214,"S","5-10",524,39,4266,2697,"Spruce/Fir","29","Rawah Area",616
2699,"N","15-20",42,9,2402,4669,"Lodgepole Pine","12","Rawah Area",540
2888,"S","20-25",180,57,3966,1436,"Lodgepole Pine","30","Rawah Area",612
3168,"N","20-25",828,363,1383,992,"Spruce/Fir","33","Comanche Peak Area",505
2768,"S","10-15",384,9,2100,1376,"Lodgepole Pine","29","Rawah Area",614
2842,"W","0-5",0,0,1310,1392,"Spruce/Fir","23","Comanche Peak Area",617
3066,"NE","10-15",201,49,1348,2949,"Spruce/Fir","31","Comanche Peak Area",562
2959,"E","10-15",85,17,4476,3813,"Lodgepole Pine","29","Rawah Area",569
3308,"N","5-10",594,61,832,1236,"Spruce/Fir","23","Neota Area",595
2469,"NW","20-25",474,245,1024,789,"Ponderosa Pine","6","Cache la Poudre Area",548
3175,"E","20-25",150,16,914,730,"Krummholz","39","Comanche Peak Area",520
2958,"NE","5-10",30,5,3663,1706,"Lodgepole Pine","23","Rawah Area",575
3182,"W","15-20",577,90,5997,2472,"Lodgepole Pine","30","Rawah Area",634
3105,"E","10-15",90,14,5056,1549,"Spruce/Fir","22","Rawah Area",575
2723,"N","15-20",153,52,1332,2178,"Lodgepole Pine","29","Rawah Area",568
3327,"SE","10-15",511,78,1321,2387,"Spruce/Fir","32","Comanche Peak Area",597
2959,"NW","10-15",437,-8,4192,2166,"Lodgepole Pine","29","Rawah Area",610
3021,"E","5-10",495,56,5437,5992,"Spruce/Fir","12","Rawah Area",590
3000,"NE","10-15",420,-19,1650,1077,"Spruce/Fir","32","Comanche Peak Area",562
3189,"NE","0-5",162,31,1034,2110,"Spruce/Fir","23","Neota Area",603
3256,"N","10-15",700,67,3988,3638,"Spruce/Fir","29","Rawah Area",578
3204,"N","5-10",150,-9,3087,1410,"Spruce/Fir","29","Rawah Area",601
3031,"SW","10-15",866,27,6007,3864,"Lodgepole Pine","29","Rawah Area",636
2786,"NW","20-25",300,102,2396,2259,"Lodgepole Pine","29","Rawah Area",554
2946,"N","15-20",510,82,2759,1852,"Lodgepole Pine","29","Rawah Area",552
3221,"SW","15-20",497,89,807,642,"Lodgepole Pine","23","Comanche Peak Area",638
2888,"E","15-20",511,77,1718,2766,"Lodgepole Pine","31","Comanche Peak Area",555
2950,"SW","20-25",85,34,2825,2030,"Lodgepole Pine","33","Comanche Peak Area",635
3187,"N","10-15",42,-3,4222,1897,"Spruce/Fir","22","Comanche Peak Area",582
3126,"E","15-20",361,82,3247,3026,"Spruce/Fir","30","Rawah Area",552
3242,"N","25-30",685,161,1148,1746,"Krummholz","39","Comanche Peak Area",498
2932,"NE","10-15",323,47,3342,2704,"Lodgepole Pine","29","Rawah Area",548
2525,"NE","15-20",175,22,228,1022,"Lodgepole Pine","12","Rawah Area",519
3096,"SW","5-10",484,19,2596,1988,"Lodgepole Pine","32","Comanche Peak Area",625
3205,"NE","5-10",30,1,5571,892,"Spruce/Fir","22","Rawah Area",593
3207,"N","15-20",255,30,4214,1080,"Spruce/Fir","24","Comanche Peak Area",553
2832,"NE","15-20",458,34,2643,192,"Spruce/Fir","10","Comanche Peak Area",528
2734,"E","15-20",240,2,1974,1027,"Lodgepole Pine","10","Comanche Peak Area",562
2310,"NW","20-25",285,27,1173,902,"Douglas-fir","10","Cache la Poudre Area",570
2836,"N","10-15",417,106,120,1003,"Lodgepole Pine","11","Comanche Peak Area",555
3025,"W","0-5",0,0,2340,3191,"Spruce/Fir","23","Rawah Area",616
2385,"N","10-15",170,53,1524,421,"Douglas-fir","10","Cache la Poudre Area",583
3177,"NE","15-20",690,-9,1774,2062,"Spruce/Fir","33","Comanche Peak Area",532
3120,"N","20-25",30,7,1131,2650,"Spruce/Fir","30","Rawah Area",517
3191,"E","10-15",696,19,4235,1988,"Spruce/Fir","23","Rawah Area",566
2897,"W","20-25",277,77,2201,1827,"Lodgepole Pine","13","Comanche Peak Area",629
2760,"N","10-15",503,-27,684,765,"Lodgepole Pine","11","Comanche Peak Area",559
3034,"N","10-15",390,-9,3551,2796,"Lodgepole Pine","23","Rawah Area",571
2734,"N","20-25",234,118,1293,713,"Lodgepole Pine","33","Comanche Peak Area",506
2868,"E","10-15",421,57,1637,2854,"Lodgepole Pine","23","Comanche Peak Area",580
2759,"E","15-20",256,-63,661,424,"Aspen","30","Rawah Area",550
3219,"NE","0-5",0,0,5855,1123,"Spruce/Fir","22","Rawah Area",600
3357,"S","15-20",541,168,2210,1084,"Spruce/Fir","32","Comanche Peak Area",628
2916,"SW","15-20",342,135,1170,1756,"Lodgepole Pine","11","Comanche Peak Area",639
3018,"NE","5-10",150,-1,765,2098,"Lodgepole Pine","29","Rawah Area",590
3110,"SW","20-25",150,53,2552,1003,"Lodgepole Pine","23","Comanche Peak Area",630
2931,"N","20-25",108,33,674,1295,"Lodgepole Pine","24","Comanche Peak Area",528
3290,"NW","10-15",150,22,5527,433,"Spruce/Fir","38","Rawah Area",613
2525,"NE","5-10",192,5,466,1140,"Spruce/Fir","9","Rawah Area",593
2711,"NE","25-30",60,29,1611,1173,"Lodgepole Pine","33","Comanche Peak Area",447
3125,"W","5-10",30,5,1423,708,"Spruce/Fir","21","Comanche Peak Area",622
3341,"N","10-15",150,37,4119,1374,"Spruce/Fir","29","Rawah Area",569
3123,"SW","5-10",60,13,1434,834,"Spruce/Fir","23","Comanche Peak Area",631
2965,"E","5-10",0,0,4843,4822,"Lodgepole Pine","29","Rawah Area",602
2961,"W","15-20",180,32,5815,1490,"Lodgepole Pine","29","Rawah Area",617
2533,"N","5-10",30,4,2089,2097,"Spruce/Fir","17","Comanche Peak Area",579
3228,"E","20-25",216,36,2263,4277,"Spruce/Fir","23","Neota Area",509
2951,"E","15-20",553,155,1050,1020,"Lodgepole Pine","29","Rawah Area",555
2037,"NW","15-20",67,32,124,808,"Ponderosa Pine","17","Cache la Poudre Area",585
3211,"NE","5-10",216,9,2334,1557,"Spruce/Fir","23","Comanche Peak Area",574
3110,"S","5-10",30,0,510,2105,"Spruce/Fir","23","Rawah Area",618
3261,"SE","20-25",390,224,3870,2661,"Spruce/Fir","33","Comanche Peak Area",545
3110,"N","10-15",175,38,2991,2333,"Spruce/Fir","31","Comanche Peak Area",567
2680,"E","30-35",108,56,2700,6601,"Lodgepole Pine","30","Rawah Area",447
2618,"E","5-10",67,0,120,551,"Lodgepole Pine","17","Comanche Peak Area",592
3138,"E","15-20",108,-8,2851,3612,"Spruce/Fir","22","Rawah Area",543
2975,"SE","5-10",365,38,3909,2345,"Lodgepole Pine","29","Rawah Area",610
2929,"NW","15-20",30,13,2040,2182,"Spruce/Fir","23","Comanche Peak Area",587
2879,"W","10-15",524,233,1138,1884,"Lodgepole Pine","33","Comanche Peak Area",625
3024,"E","25-30",134,18,5100,2702,"Lodgepole Pine","29","Rawah Area",471
3007,"NE","10-15",255,49,604,1556,"Lodgepole Pine","32","Comanche Peak Area",560
3103,"SW","10-15",339,49,6088,2099,"Lodgepole Pine","29","Rawah Area",635
2961,"W","15-20",162,-13,1195,793,"Lodgepole Pine","32","Comanche Peak Area",622
2815,"S","25-30",361,196,1710,1365,"Lodgepole Pine","4","Comanche Peak Area",597
2549,"N","10-15",90,5,1124,2282,"Lodgepole Pine","11","Comanche Peak Area",580
2959,"NE","10-15",242,74,1449,1148,"Lodgepole Pine","31","Comanche Peak Area",548
3221,"N","15-20",741,203,4386,2277,"Spruce/Fir","29","Rawah Area",553
3249,"N","10-15",277,78,2597,2552,"Spruce/Fir","24","Comanche Peak Area",577
3001,"N","5-10",150,14,3758,2310,"Spruce/Fir","29","Rawah Area",589
2725,"NE","5-10",67,2,1234,1857,"Spruce/Fir","12","Rawah Area",581
2852,"NW","5-10",108,5,2583,2400,"Lodgepole Pine","29","Rawah Area",603
2389,"NE","20-25",301,115,300,1026,"Ponderosa Pine","10","Comanche Peak Area",508
2612,"E","10-15",361,73,1440,1827,"Lodgepole Pine","4","Comanche Peak Area",582
2812,"NW","20-25",108,17,1617,1725,"Douglas-fir","13","Comanche Peak Area",551
3070,"E","10-15",598,36,6322,3308,"Lodgepole Pine","29","Rawah Area",573
3104,"SW","15-20",201,24,1834,618,"Spruce/Fir","22","Rawah Area",637
3217,"NE","10-15",451,39,2061,1804,"Spruce/Fir","33","Comanche Peak Area",555
2871,"NW","15-20",124,17,2804,2418,"Lodgepole Pine","29","Rawah Area",572
2535,"N","15-20",319,104,1055,480,"Douglas-fir","6","Cache la Poudre Area",553
2667,"SE","20-25",30,7,1538,1100,"Lodgepole Pine","13","Comanche Peak Area",541
3132,"S","15-20",297,55,6229,2106,"Lodgepole Pine","29","Rawah Area",611
3335,"NW","20-25",834,58,999,938,"Spruce/Fir","23","Neota Area",598
2834,"W","10-15",633,102,95,1693,"Lodgepole Pine","10","Comanche Peak Area",618
3003,"NE","20-25",67,4,1276,1273,"Lodgepole Pine","31","Comanche Peak Area",511
2811,"SE","10-15",60,4,1183,3031,"Lodgepole Pine","31","Comanche Peak Area",587
2994,"SW","0-5",808,108,1256,1984,"Lodgepole Pine","32","Comanche Peak Area",624
3111,"NW","15-20",30,3,2508,691,"Lodgepole Pine","32","Comanche Peak Area",602
3327,"S","10-15",242,48,3565,1530,"Spruce/Fir","32","Comanche Peak Area",629
2531,"SE","10-15",600,5,870,3811,"Lodgepole Pine","18","Rawah Area",581
3187,"W","10-15",408,52,430,2836,"Lodgepole Pine","31","Comanche Peak Area",618
2786,"NW","15-20",150,27,2334,993,"Lodgepole Pine","24","Comanche Peak Area",583
3008,"S","5-10",201,26,459,1050,"Spruce/Fir","23","Rawah Area",624
3168,"NE","15-20",503,73,5694,1348,"Spruce/Fir","29","Rawah Area",527
3138,"SW","5-10",120,-8,2742,808,"Lodgepole Pine","32","Comanche Peak Area",632
2888,"SW","10-15",134,2,1846,1542,"Aspen","33","Comanche Peak Area",636
3034,"E","25-30",579,80,430,907,"Spruce/Fir","33","Comanche Peak Area",481
2965,"SE","5-10",350,3,4636,5314,"Lodgepole Pine","12","Rawah Area",616
3197,"SE","20-25",404,98,297,4307,"Lodgepole Pine","22","Neota Area",571
3161,"SE","20-25",134,-1,3111,953,"Lodgepole Pine","33","Comanche Peak Area",588
2452,"SW","10-15",488,182,924,459,"Douglas-fir","10","Cache la Poudre Area",636
3333,"NE","10-15",499,52,1041,2639,"Spruce/Fir","38","Rawah Area",555
3226,"NE","5-10",376,9,1552,1215,"Spruce/Fir","39","Comanche Peak Area",589
3255,"NW","5-10",120,12,5525,469,"Spruce/Fir","38","Rawah Area",607
2951,"NE","10-15",60,3,1557,3457,"Spruce/Fir","29","Rawah Area",551
3212,"E","10-15",95,8,960,1075,"Spruce/Fir","40","Neota Area",578
2976,"S","15-20",180,33,2348,2866,"Lodgepole Pine","33","Comanche Peak Area",605
3348,"SW","10-15",837,146,2912,1187,"Spruce/Fir","33","Comanche Peak Area",634
2672,"NW","10-15",30,7,499,571,"Lodgepole Pine","29","Rawah Area",591
2907,"SW","30-35",661,150,1189,1739,"Lodgepole Pine","28","Comanche Peak Area",618
3363,"SW","15-20",638,216,1315,4197,"Lodgepole Pine","33","Neota Area",635
2790,"NW","30-35",212,95,2363,1964,"Lodgepole Pine","13","Comanche Peak Area",525
2793,"N","15-20",42,12,2249,782,"Lodgepole Pine","33","Comanche Peak Area",524
2989,"S","20-25",268,108,1731,983,"Lodgepole Pine","33","Comanche Peak Area",624
2716,"SW","0-5",201,16,721,1742,"Spruce/Fir","12","Rawah Area",619
3273,"NE","10-15",636,118,2402,2343,"Spruce/Fir","24","Comanche Peak Area",566
2992,"SE","0-5",30,1,175,1663,"Spruce/Fir","23","Comanche Peak Area",612
2892,"SE","10-15",30,0,4810,1612,"Lodgepole Pine","23","Rawah Area",587
3093,"SW","5-10",492,87,2654,1954,"Lodgepole Pine","32","Comanche Peak Area",634
3039,"SW","30-35",789,-51,4084,1234,"Lodgepole Pine","33","Comanche Peak Area",625
3011,"SE","10-15",30,-3,2482,1549,"Lodgepole Pine","23","Comanche Peak Area",588
2675,"E","20-25",108,21,170,646,"Aspen","30","Rawah Area",503
3262,"W","5-10",760,152,1554,2574,"Spruce/Fir","31","Comanche Peak Area",619
3016,"SE","5-10",108,15,2721,531,"Spruce/Fir","29","Rawah Area",607
3029,"N","30-35",350,111,2442,2143,"Spruce/Fir","33","Comanche Peak Area",461
2604,"SE","15-20",192,59,1718,1772,"Ponderosa Pine","4","Comanche Peak Area",570
2891,"NE","10-15",95,37,874,569,"Lodgepole Pine","31","Comanche Peak Area",569
2723,"E","20-25",108,37,1195,2124,"Lodgepole Pine","29","Rawah Area",504
2932,"NE","20-25",541,-34,752,420,"Spruce/Fir","33","Comanche Peak Area",506
2624,"NE","10-15",30,9,900,1672,"Spruce/Fir","20","Comanche Peak Area",555
3341,"NE","15-20",170,20,2259,1976,"Spruce/Fir","31","Comanche Peak Area",517
3201,"E","5-10",60,-4,4972,1805,"Spruce/Fir","22","Rawah Area",589
2626,"SE","10-15",390,-13,774,644,"Aspen","2","Comanche Peak Area",588
2925,"E","5-10",240,41,3467,2135,"Lodgepole Pine","12","Rawah Area",586
2993,"E","20-25",175,53,1084,571,"Lodgepole Pine","33","Comanche Peak Area",528
3170,"SE","10-15",234,-1,1100,2405,"Spruce/Fir","23","Rawah Area",608
3115,"NE","20-25",424,73,1651,2862,"Lodgepole Pine","29","Rawah Area",512
3144,"NE","10-15",150,10,745,5188,"Spruce/Fir","22","Neota Area",552
2647,"NE","10-15",424,96,618,1574,"Lodgepole Pine","12","Rawah Area",549
3123,"NW","10-15",175,30,124,999,"Spruce/Fir","22","Neota Area",614
2838,"E","10-15",283,47,2234,1681,"Lodgepole Pine","33","Comanche Peak Area",575
2873,"N","20-25",30,12,636,1832,"Lodgepole Pine","24","Comanche Peak Area",545
3085,"SE","10-15",182,53,2377,3331,"Spruce/Fir","29","Rawah Area",575
2270,"N","30-35",60,25,120,934,"Lodgepole Pine","10","Cache la Poudre Area",483
3219,"SW","10-15",108,21,845,1952,"Spruce/Fir","23","Neota Area",633
3216,"NE","0-5",150,-4,4620,1717,"Spruce/Fir","38","Rawah Area",604
2795,"W","15-20",234,84,2244,268,"Lodgepole Pine","33","Comanche Peak Area",633
3208,"N","20-25",642,53,1282,1657,"Spruce/Fir","24","Comanche Peak Area",537
3007,"E","5-10",30,7,2821,716,"Spruce/Fir","29","Rawah Area",586
3178,"NW","5-10",631,3,3886,4101,"Spruce/Fir","29","Rawah Area",607
3259,"S","10-15",335,52,4257,2230,"Spruce/Fir","33","Comanche Peak Area",622
2968,"N","15-20",85,3,5264,2313,"Spruce/Fir","29","Rawah Area",561
3172,"S","0-5",240,13,3759,4620,"Lodgepole Pine","29","Rawah Area",617
3020,"N","5-10",182,24,731,1318,"Lodgepole Pine","23","Comanche Peak Area",583
3109,"NE","10-15",330,40,3481,4897,"Spruce/Fir","29","Rawah Area",547
2905,"E","10-15",170,18,3319,2401,"Lodgepole Pine","12","Rawah Area",560
2827,"E","10-15",30,6,3658,6400,"Lodgepole Pine","20","Rawah Area",573
3282,"NW","10-15",474,54,1832,811,"Spruce/Fir","31","Comanche Peak Area",585
3142,"S","20-25",591,-6,5827,1392,"Lodgepole Pine","29","Rawah Area",599
2917,"NE","10-15",150,25,1716,2617,"Lodgepole Pine","32","Comanche Peak Area",571
2790,"E","15-20",30,0,2347,1895,"Lodgepole Pine","13","Comanche Peak Area",522
2716,"NW","0-5",216,35,2308,4922,"Lodgepole Pine","12","Rawah Area",612
2889,"E","15-20",108,36,1470,2253,"Lodgepole Pine","31","Comanche Peak Area",561
3227,"SE","10-15",277,56,3724,1740,"Lodgepole Pine","32","Comanche Peak Area",604
3266,"SE","10-15",511,75,5821,2902,"Lodgepole Pine","29","Rawah Area",601
2945,"W","0-5",30,-1,360,1015,"Spruce/Fir","23","Neota Area",621
2517,"NE","10-15",60,5,420,474,"Lodgepole Pine","12","Rawah Area",570
2968,"SE","5-10",210,16,4288,5316,"Lodgepole Pine","30","Rawah Area",615
3022,"N","10-15",95,15,1850,1584,"Spruce/Fir","29","Rawah Area",571
3118,"E","5-10",150,5,2208,2389,"Spruce/Fir","32","Comanche Peak Area",586
2994,"W","5-10",847,108,1215,2002,"Lodgepole Pine","32","Comanche Peak Area",622
2654,"E","15-20",108,22,2420,2405,"Ponderosa Pine","4","Comanche Peak Area",549
2890,"E","5-10",404,71,2911,2063,"Lodgepole Pine","12","Rawah Area",594
2875,"E","20-25",457,113,458,553,"Spruce/Fir","33","Comanche Peak Area",542
3051,"E","10-15",0,0,799,1708,"Spruce/Fir","22","Comanche Peak Area",577
3159,"NW","50-55",85,76,2941,1266,"Lodgepole Pine","23","Comanche Peak Area",402
3188,"NW","10-15",612,51,2053,636,"Spruce/Fir","23","Comanche Peak Area",598
2814,"NE","10-15",300,63,1240,2438,"Lodgepole Pine","10","Comanche Peak Area",563
3143,"NE","5-10",201,31,5190,3056,"Lodgepole Pine","22","Rawah Area",586
2431,"W","20-25",390,135,330,886,"Ponderosa Pine","11","Cache la Poudre Area",611
2431,"E","15-20",60,29,366,408,"Douglas-fir","10","Cache la Poudre Area",521
3008,"S","15-20",256,23,5594,1943,"Lodgepole Pine","23","Rawah Area",624
2931,"E","10-15",604,50,1940,2761,"Lodgepole Pine","23","Comanche Peak Area",580
2970,"NW","20-25",67,16,335,600,"Lodgepole Pine","22","Neota Area",562
3064,"E","5-10",277,31,3934,2125,"Lodgepole Pine","29","Rawah Area",596
3273,"SE","10-15",30,2,1292,3302,"Lodgepole Pine","23","Neota Area",608
3064,"NW","5-10",90,10,2663,1832,"Lodgepole Pine","32","Comanche Peak Area",613
3102,"NE","10-15",457,21,1528,3340,"Spruce/Fir","33","Comanche Peak Area",568
3214,"E","0-5",60,3,5138,306,"Spruce/Fir","38","Rawah Area",597
2608,"E","25-30",30,8,1442,1358,"Ponderosa Pine","3","Comanche Peak Area",483
3063,"NW","5-10",400,20,484,566,"Lodgepole Pine","23","Neota Area",606
3168,"N","10-15",283,30,4583,3285,"Spruce/Fir","29","Rawah Area",563
2751,"SW","5-10",124,1,1790,2659,"Lodgepole Pine","12","Rawah Area",628
3217,"N","25-30",339,70,4429,1559,"Spruce/Fir","38","Rawah Area",505
2995,"SW","5-10",582,86,5674,2896,"Lodgepole Pine","30","Rawah Area",625
2006,"E","15-20",0,0,192,339,"Cottonwood/Willow","17","Cache la Poudre Area",544
